Plurals              Percentages 
Intangibles          14.2857142857 
wagons               24.6376811594 
tickets              46.6666666667 
indices              8.43373493976 
Paintings            3.33333333333 
phones               8.33333333333 
Boats                2.77777777778 
planters             25.0 
machines             33.7837837838 
decisions            30.0 
glaciers             50.0 
churches             26.8852459016 
counters             20.5128205128 
textures             28.5714285714 
notions              29.8245614035 
interns              33.3333333333 
revels               25.0 
admirers             40.0 
equals               1.03092783505 
stresses             11.9047619048 
Burkes               22.2222222222 
items                56.3492063492 
employees            73.8636363636 
Floridians           50.0 
levies               22.2222222222 
fellas               14.2857142857 
coins                47.3684210526 
bundles              26.9230769231 
fractions            48.7179487179 
Teams                1.21951219512 
championships        11.1111111111 
Feeds                0.892857142857 
handkerchiefs        10.0 
permits              1.94174757282 
theories             12.5 
groves               33.3333333333 
piers                55.5555555556 
transducers          18.1818181818 
sweethearts          10.0 
tornadoes            50.0 
carriers             52.6315789474 
nuts                 54.2857142857 
boats                39.6551724138 
taverns              66.6666666667 
arcs                 16.6666666667 
customs              60.7142857143 
outbursts            75.0 
supermarkets         75.0 
freights             4.0 
defenders            66.6666666667 
jabs                 50.0 
ancients             1.5625 
nets                 8.10810810811 
Catholics            29.9065420561 
highlights           60.0 
vents                28.5714285714 
gateways             33.3333333333 
them                 0.560538116592 
beakers              33.3333333333 
pegs                 33.3333333333 
eventualities        50.0 
relishes             11.1111111111 
Librarians           16.6666666667 
routines             7.89473684211 
backgrounds          9.58904109589 
rocks                27.5 
$50                  85.7142857143 
feeds                2.63157894737 
volcanos             33.3333333333 
schemes              15.3846153846 
logs                 42.1052631579 
councils             12.5 
crimes               28.8888888889 
cabanas              40.0 
maniacs              20.0 
loaders              50.0 
pigments             25.0 
forts                26.6666666667 
dialects             28.5714285714 
cameras              19.0476190476 
vessels              44.4444444444 
fellows              17.3333333333 
strangers            17.3913043478 
imperialists         50.0 
disagreements        15.3846153846 
torpedoes            50.0 
depots               25.0 
campaigns            17.5257731959 
appointments         18.1818181818 
disputes             17.0731707317 
seamen               50.0 
clinches             33.3333333333 
footsteps            72.7272727273 
Bridges              1.11111111111 
champs               50.0 
railroads            24.1935483871 
ripples              50.0 
drones               40.0 
lulls                33.3333333333 
Tests                1.73913043478 
interrelationships   66.6666666667 
airs                 1.3698630137 
rates                30.8441558442 
observations         56.4516129032 
snags                25.0 
dogs                 48.1751824818 
incitements          25.0 
wastes               15.3846153846 
anachronisms         40.0 
Advisors             50.0 
scenes               22.1374045802 
tackles              10.0 
ventricles           25.0 
powers               16.5413533835 
Arteries             2.12765957447 
portraits            30.4347826087 
longitudes           50.0 
sportsmen            66.6666666667 
stalls               14.2857142857 
contents             23.1884057971 
Victorians           11.1111111111 
indexes              2.5641025641 
subjects             32.7800829876 
forces               40.8163265306 
circles              35.9550561798 
Computers            7.14285714286 
troughs              25.0 
exercises            22.5 
neighborhoods        23.6111111111 
nostrils             75.0 
newcomers            36.3636363636 
Missiles             4.16666666667 
adagios              33.3333333333 
religions            13.4328358209 
Republicans          40.5797101449 
facades              12.5 
Englishmen           47.0588235294 
accompanists         50.0 
marketings           7.31707317073 
Speeches             1.61290322581 
vowels               33.3333333333 
cardinals            27.2727272727 
runs                 14.7727272727 
blushes              50.0 
idioms               30.0 
irregularities       66.6666666667 
hr.                  25.0 
gears                7.40740740741 
insurgents           50.0 
explanations         26.3157894737 
non-Catholics        14.2857142857 
inns                 16.6666666667 
reproductions        25.0 
projections          52.6315789474 
Harveys              11.1111111111 
techniques           63.1578947368 
props                60.0 
trances              33.3333333333 
caves                35.7142857143 
encounters           11.4285714286 
slugs                28.5714285714 
pastes               9.09090909091 
terms                65.9663865546 
maximums             2.5 
Shapes               1.13636363636 
travellers           25.0 
clues                40.0 
packages             23.0769230769 
foes                 42.8571428571 
psychologists        52.380952381 
requests             15.0 
Cokes                20.0 
Honors               1.5625 
pulleys              15.3846153846 
tons                 68.2926829268 
interrelations       50.0 
engines              26.1538461538 
noes                 0.0471031559114 
buffets              14.2857142857 
chimneys             37.5 
dozens               16.1290322581 
duties               34.4086021505 
families             16.7108753316 
Citizens             6.66666666667 
Elections            1.33333333333 
curves               29.6875 
rasps                33.3333333333 
stubs                40.0 
Billions             1.5873015873 
rattlers             50.0 
tellers              33.3333333333 
paeans               33.3333333333 
cons                 25.0 
discourses           20.0 
urethanes            3.84615384615 
pavements            15.3846153846 
Carpenters           14.2857142857 
canvases             26.6666666667 
Predispositions      20.0 
alveoli              80.0 
extremes             12.676056338 
plates               51.1627906977 
hierarchies          10.0 
convictions          28.5714285714 
crevices             33.3333333333 
pastels              25.0 
counterparts         55.0 
liberties            14.2857142857 
faiths               2.75229357798 
Distillers           50.0 
literatures          0.751879699248 
Diplomats            16.6666666667 
wisps                33.3333333333 
ducts                85.7142857143 
compartments         8.33333333333 
orgasms              12.5 
camps                21.1764705882 
pronouncements       40.0 
unities              1.49253731343 
traditions           18.4210526316 
Conclusions          1.72413793103 
gods                 4.18118466899 
Editors              2.22222222222 
Zeros                4.16666666667 
Arianists            50.0 
pegboards            25.0 
hills                48.0 
similarities         18.1818181818 
occupants            69.2307692308 
Hundreds             1.72413793103 
binders              66.6666666667 
fares                30.0 
openings             7.77777777778 
editorials           19.2307692308 
basses               5.88235294118 
caps                 15.1515151515 
boxes                17.5 
bastards             50.0 
designers            30.7692307692 
immoralities         20.0 
bogeys               28.5714285714 
securities           8.64197530864 
self-portraits       50.0 
lapses               30.0 
References           4.28571428571 
lashes               25.0 
lineages             33.3333333333 
gunmen               57.1428571429 
productions          3.94736842105 
constables           20.0 
comments             38.5714285714 
trustees             66.6666666667 
Micelles             14.2857142857 
haberdasheries       50.0 
graduates            28.8888888889 
Mementoes            50.0 
Seeds                13.0434782609 
Farrells             14.2857142857 
Holders              3.84615384615 
properties           27.8048780488 
newspapers           36.6336633663 
months               59.1194968553 
hostilities          45.4545454545 
considerations       36.3636363636 
synagogues           40.0 
prisoners            73.0769230769 
balances             1.12359550562 
croaks               50.0 
malignancies         50.0 
travelogues          33.3333333333 
quirks               50.0 
editions             20.0 
survivals            3.33333333333 
tints                50.0 
snows                3.33333333333 
garages              20.0 
observances          14.2857142857 
needles              18.75 
sailboats            75.0 
entertainers         60.0 
crows                33.3333333333 
liens                50.0 
apostles             33.3333333333 
cancers              4.7619047619 
coverings            5.88235294118 
mails                14.2857142857 
promises             15.3846153846 
guesses              5.08474576271 
distributions        11.3636363636 
operators            24.6153846154 
brothers             34.2592592593 
juices               15.3846153846 
scores               16.4556962025 
reflexes             60.0 
funerals             3.33333333333 
paces                14.2857142857 
antibiotics          50.0 
beds                 8.63309352518 
banquets             33.3333333333 
songs                49.5652173913 
tribunals            44.4444444444 
switches             34.8484848485 
layers               45.4545454545 
deprivations         50.0 
drunkards            50.0 
kennings             90.9090909091 
Princes              25.0 
Roles                0.952380952381 
aldermen             50.0 
emergencies          17.5 
Jokes                4.16666666667 
entries              41.4634146341 
brows                45.4545454545 
Cubans               20.8333333333 
turns                2.97397769517 
guitars              15.0 
temples              14.8148148148 
shares               28.5714285714 
illustrations        36.0 
gratings             50.0 
oaks                 12.5 
vocalists            50.0 
genes                10.0 
rodeos               50.0 
sojourners           25.0 
English              7.86516853933 
hoops                50.0 
pedals               20.0 
flames               41.3793103448 
Rivers               1.26582278481 
depositions          50.0 
Quakers              44.4444444444 
reagents             75.0 
biographers          50.0 
stings               28.5714285714 
sufferers            20.0 
suicides             10.5263157895 
flavors              11.1111111111 
Customers            4.0 
Tracks               2.7027027027 
territories          22.8571428571 
eccentrics           15.3846153846 
Cities               0.380228136882 
angels               52.6315789474 
missionaries         41.6666666667 
towers               22.2222222222 
absorptions          14.2857142857 
Quotations           20.0 
clumps               33.3333333333 
organizations        35.7575757576 
migrants             50.0 
defeats              6.66666666667 
secretaries          12.7659574468 
foci                 2.43902439024 
incidents            18.3333333333 
Corporations         4.05405405405 
Cherokees            33.3333333333 
miscalculations      33.3333333333 
breeds               5.88235294118 
Vietnamese           66.6666666667 
subsidies            40.0 
playbacks            50.0 
fortunes             19.3548387097 
chairmanships        50.0 
Britons              50.0 
varnishes            66.6666666667 
writs                12.5 
dispositions         7.14285714286 
means                22.4652087475 
giveaways            42.8571428571 
trophies             50.0 
takings              1.13636363636 
armies               20.0 
teahouses            33.3333333333 
ponies               46.1538461538 
residues             27.2727272727 
vases                75.0 
heroes               26.1538461538 
noses                9.09090909091 
wanderings           30.0 
candles              23.8095238095 
baseballs            1.81818181818 
bleedings            5.88235294118 
conquests            20.0 
disparities          33.3333333333 
obediences           10.0 
birds                59.7402597403 
urgencies            7.69230769231 
selves               9.75609756098 
titers               50.0 
forms                25.5230125523 
broadcasts           30.4347826087 
feats                33.3333333333 
gullies              16.6666666667 
Rogers               12.5 
Robertsons           33.3333333333 
thermometers         33.3333333333 
projectiles          50.0 
tails                22.5806451613 
prunes               50.0 
determinants         66.6666666667 
nos                  0.0471031559114 
intrigues            42.8571428571 
streaks              37.5 
lies                 2.91262135922 
chuckles             16.6666666667 
bursts               2.94117647059 
lawmen               50.0 
concerts             37.5 
challenges           2.5641025641 
fires                8.64864864865 
hymns                46.1538461538 
pills                28.5714285714 
irons                15.9090909091 
Substances           3.125 
sitters              7.69230769231 
lawyers              34.8484848485 
happenings           15.1515151515 
shows                5.72207084469 
defenses             8.75912408759 
cars                 28.7598944591 
advantages           26.2626262626 
axioms               50.0 
Constitutions        8.33333333333 
milestones           20.0 
selections           26.4150943396 
Travelers            12.5 
domes                29.1666666667 
kingdoms             5.88235294118 
palaces              21.0526315789 
inevitabilities      33.3333333333 
concertos            45.4545454545 
Rumors               20.0 
occupations          11.5384615385 
variables            40.9836065574 
Rates                0.93023255814 
survivalists         66.6666666667 
sheep                21.0526315789 
Investigations       2.27272727273 
crossings            4.54545454545 
households           5.88235294118 
specters             25.0 
Analyses             0.980392156863 
larks                66.6666666667 
correlations         5.88235294118 
brains               27.868852459 
triplets             75.0 
inmates              80.0 
Flats                1.49253731343 
flowers              73.6111111111 
professionals        8.92857142857 
factions             50.0 
Conferences          1.61290322581 
accesses             4.16666666667 
halls                2.60869565217 
monopolies           26.3157894737 
aerials              11.1111111111 
vocals               6.66666666667 
apples               38.4615384615 
fruits               29.7872340426 
Proprietorships      25.0 
investors            91.6666666667 
colonels             8.33333333333 
lumps                30.0 
nuances              75.0 
heaters              6.66666666667 
undertakings         37.5 
bishops              33.3333333333 
appraisals           20.0 
implications         68.75 
intrusions           40.0 
diagonals            20.0 
slaves               59.4594594595 
premieres            44.4444444444 
mains                0.909090909091 
roundups             25.0 
purses               7.69230769231 
complaints           36.3636363636 
molars               50.0 
battens              83.3333333333 
saints               28.5714285714 
skits                50.0 
inventions           16.6666666667 
Adaptations          9.09090909091 
cannon               14.2857142857 
wardens              33.3333333333 
manuscripts          40.0 
losers               50.0 
carloads             25.0 
pouches              50.0 
preachers            15.3846153846 
hypocrisies          22.2222222222 
feuds                66.6666666667 
seekers              75.0 
reminiscences        33.3333333333 
Members              5.67375886525 
Equations            2.94117647059 
therapies            7.69230769231 
lays                 0.699300699301 
intonations          11.1111111111 
connoisseurs         40.0 
Burmese              50.0 
perceptions          25.0 
tutors               20.0 
wheels               28.7671232877 
gnomes               50.0 
Pictures             2.39520958084 
jeans                4.16666666667 
wreaths              27.2727272727 
Principals           1.08695652174 
evangelists          50.0 
olives               16.6666666667 
cares                0.591715976331 
jerks                33.3333333333 
Tanks                7.69230769231 
dangers              19.0476190476 
Schools              0.239234449761 
aggressions          23.0769230769 
shortages            17.6470588235 
fours                0.287356321839 
wounds               22.2222222222 
observers            58.064516129 
stems                29.0322580645 
realities            15.9574468085 
humans               2.94117647059 
concerti             14.2857142857 
fines                1.29032258065 
Dice                 66.6666666667 
interviewers         33.3333333333 
anxieties            2.63157894737 
raptures             25.0 
heels                70.0 
multitudes           40.0 
thrills              28.5714285714 
media                21.0526315789 
gentlemen            42.5531914894 
followers            85.0 
hauls                14.2857142857 
centuries            20.0873362445 
reunions             9.09090909091 
favorites            19.6078431373 
traps                25.9259259259 
charges              26.3803680982 
Coopers              20.0 
congressmen          57.1428571429 
Aids                 1.48148148148 
laboratories         16.6666666667 
heaps                6.66666666667 
entertainments       9.67741935484 
dancers              48.3333333333 
shouts               15.3846153846 
madrigals            42.8571428571 
greetings            50.0 
ounces               50.0 
terrains             11.1111111111 
felicities           33.3333333333 
complements          8.69565217391 
seams                50.0 
rules                51.4285714286 
Starts               0.574712643678 
repetitions          18.75 
calendars            26.3157894737 
Headquarters         7.31707317073 
dialectics           25.0 
lads                 14.2857142857 
culprits             50.0 
utterances           16.6666666667 
pounds               60.5633802817 
Soybeans             16.6666666667 
suppliers            14.2857142857 
velocities           18.75 
yearnings            22.2222222222 
scholastics          10.0 
Interruptions        11.1111111111 
Hawkinses            33.3333333333 
apartments           15.9574468085 
tragedies            12.962962963 
passions             30.7692307692 
forks                12.5 
copings              11.1111111111 
fractures            33.3333333333 
credits              8.06451612903 
Ears                 3.33333333333 
confederations       50.0 
paints               12.7659574468 
previsions           50.0 
gums                 17.6470588235 
Solutions            1.75438596491 
Arhats               50.0 
climates             3.7037037037 
sketches             48.5714285714 
protests             18.75 
platoons             22.2222222222 
co-ops               50.0 
cats                 45.9459459459 
stars                60.9756097561 
burnings             4.0 
Denials              5.26315789474 
drains               17.3913043478 
pitches              21.4285714286 
gunners              66.6666666667 
philosophers         36.0 
sideboards           50.0 
intermissions        50.0 
two-thirds           83.3333333333 
wholes               0.645161290323 
interiors            8.16326530612 
Highways             3.0303030303 
postures             13.3333333333 
tones                16.1290322581 
builders             49.0196078431 
beliefs              17.6923076923 
illnesses            9.09090909091 
Judges               2.5641025641 
oxen                 62.5 
remembrances         33.3333333333 
sales                73.4939759036 
gradients            26.3157894737 
moves                4.41176470588 
hospitals            18.9473684211 
statuses             2.08333333333 
innings              25.0 
cabinets             29.4117647059 
foothills            50.0 
acknowledgments      33.3333333333 
Fascists             50.0 
evenings             9.85915492958 
mathematics          5.26315789474 
suites               17.3913043478 
diaries              40.0 
perils               20.0 
Fields               0.393700787402 
endeavors            45.4545454545 
preconditions        50.0 
Payments             3.84615384615 
torches              50.0 
tendencies           9.25925925926 
Surrealists          50.0 
connotations         37.5 
insertions           50.0 
chords               46.1538461538 
Workshops            5.26315789474 
townsmen             66.6666666667 
strings              38.7096774194 
exhibitions          12.5 
infestations         66.6666666667 
bookers              25.0 
blueberries          50.0 
azaleas              60.0 
pledges              60.0 
daises               33.3333333333 
subtleties           80.0 
homes                10.4273504274 
robes                40.0 
splits               3.125 
squadrons            33.3333333333 
riverbanks           40.0 
streets              27.9411764706 
primes               4.87804878049 
consumers            19.1489361702 
Motorists            33.3333333333 
emotions             55.8441558442 
witnesses            41.3043478261 
certificates         12.5 
rutabagas            50.0 
recruits             44.4444444444 
litters              50.0 
answers              18.6528497409 
tracks               23.4042553191 
grudges              22.2222222222 
Jews                 68.3544303797 
losses               35.3846153846 
drawers              33.3333333333 
adjectives           66.6666666667 
successors           27.2727272727 
grindings            11.1111111111 
micrometers          33.3333333333 
hogs                 50.0 
crates               50.0 
toys                 58.3333333333 
chunks               66.6666666667 
Specimens            8.0 
flaws                25.0 
probabilities        33.9622641509 
slants               25.0 
Butlers              20.0 
Chickens             2.85714285714 
factories            46.8085106383 
thorns               25.0 
accelerometers       32.0 
breezes              12.5 
peals                50.0 
budgets              8.33333333333 
ions                 64.2857142857 
pushes               2.5 
fillies              10.0 
cows                 31.7073170732 
species              37.8378378378 
hamburgers           44.4444444444 
processors           20.0 
orators              28.5714285714 
chops                50.0 
ledges               20.0 
menus                28.5714285714 
Clerks               2.85714285714 
schemata             25.0 
centimeters          80.0 
Dreams               3.1746031746 
Microorganisms       50.0 
Pansies              40.0 
maladjustments       28.5714285714 
Bankers              20.0 
triumphs             12.0 
tries                3.28947368421 
gardeners            20.0 
Flies                2.7027027027 
enzymes              64.7058823529 
spectra              48.1481481481 
bugs                 36.3636363636 
roommates            50.0 
telephones           6.66666666667 
crafts               11.5384615385 
banks                23.75 
orientations         5.88235294118 
chicks               25.0 
remnants             50.0 
Africans             14.8148148148 
charities            33.3333333333 
dummies              25.0 
flimsies             33.3333333333 
Strikes              3.50877192982 
systems              24.0310077519 
founders             16.6666666667 
peanuts              40.0 
boastings            25.0 
tumbles              33.3333333333 
grandfathers         7.69230769231 
offensives           12.5 
impressionists       25.0 
occasions            27.5 
fairs                1.44927536232 
minstrels            33.3333333333 
barrels              25.0 
Afghans              25.0 
Peasants             12.5 
jaws                 38.4615384615 
tektites             80.0 
inspections          9.09090909091 
juniors              5.88235294118 
basements            6.06060606061 
visions              11.2903225806 
receptions           2.85714285714 
illustrators         50.0 
trusts               7.40740740741 
ciphers              66.6666666667 
houses               16.25 
cafeterias           12.5 
concessionaires      75.0 
whitetail            50.0 
beggars              50.0 
scouts               25.0 
architectures        8.33333333333 
knots                11.1111111111 
consultations        18.1818181818 
buffaloes            7.69230769231 
heritages            6.25 
Mennonites           33.3333333333 
loadings             31.25 
warts                31.25 
rents                12.5 
Felons               50.0 
generalities         25.0 
Youngsters           11.1111111111 
Autos                4.54545454545 
teamsters            85.7142857143 
Bumblebees           33.3333333333 
cartridges           45.4545454545 
monosyllables        66.6666666667 
authors              34.328358209 
norms                69.696969697 
albums               25.0 
tapestries           28.5714285714 
performers           63.1578947368 
grocers              75.0 
miseries             11.7647058824 
shoestrings          50.0 
breakups             25.0 
Officials            5.06329113924 
intensities          8.19672131148 
rationalizations     33.3333333333 
emperors             22.2222222222 
comrades             71.4285714286 
sentences            28.2608695652 
organs               53.8461538462 
ratings              50.0 
pioneers             10.0 
constructions        4.21052631579 
officers             46.0227272727 
Graduates            3.0303030303 
Vineyards            50.0 
Developments         0.970873786408 
frauds               36.3636363636 
Anthropologists      33.3333333333 
Massacres            50.0 
experiences          14.5896656535 
Concepts             1.19047619048 
liniments            50.0 
aberrations          62.5 
loopholes            50.0 
performances         21.2903225806 
Sierras              50.0 
electrons            27.5 
creeks               11.1111111111 
tubes                44.4444444444 
hips                 44.4444444444 
giggles              80.0 
celebrities          50.0 
beatniks             36.3636363636 
registers            16.6666666667 
heavens              25.7142857143 
parameters           53.3333333333 
French               14.7540983607 
flights              24.5614035088 
Circumstances        14.2857142857 
landscapes           20.0 
trees                62.5 
combinations         25.0 
workouts             33.3333333333 
catches              2.27272727273 
sacrifices           14.7058823529 
Unitarians           22.2222222222 
gloves               40.0 
abolitionists        75.0 
recommendations      46.6666666667 
andrenas             36.3636363636 
Equivalents          2.12765957447 
descriptions         16.1290322581 
accelerators         37.5 
pictures             27.2321428571 
tolls                11.7647058824 
Materials            0.584795321637 
assistants           28.9473684211 
conditions           67.0454545455 
catalogs             66.6666666667 
Bids                 4.54545454545 
gynecologists        50.0 
collaborators        80.0 
secrets              20.4081632653 
minorities           20.0 
phonies              14.2857142857 
searchlights         33.3333333333 
batters              33.3333333333 
manners              10.1449275362 
baptisms             20.0 
Lights               0.306748466258 
likes                0.0763941940413 
steels               7.14285714286 
naps                 33.3333333333 
dams                 33.3333333333 
delights             6.25 
Women                1.36363636364 
compromises          5.0 
packs                7.40740740741 
storylines           33.3333333333 
lives                6.60501981506 
referrals            53.8461538462 
transcripts          33.3333333333 
Hotels               1.17647058824 
voters               81.8181818182 
geologists           60.0 
salons               75.0 
Eyes                 2.45901639344 
seismographs         50.0 
classmates           57.1428571429 
Reactionaries        5.26315789474 
youngsters           65.2173913043 
uses                 42.8571428571 
plugs                8.0 
Distances            1.83486238532 
chronicles           20.0 
pricks               33.3333333333 
grins                13.3333333333 
mobs                 28.5714285714 
distances            13.7096774194 
exploits             30.7692307692 
judgments            30.9523809524 
settlements          13.7931034483 
technicians          66.6666666667 
quarters             47.4576271186 
planetoids           50.0 
inlets               42.8571428571 
bloods               0.833333333333 
canisters            33.3333333333 
throats              13.0434782609 
daylights            6.25 
ballots              14.2857142857 
guarantees           23.5294117647 
nymphomaniacs        20.0 
lasses               50.0 
capacities           5.68181818182 
Bills                1.47058823529 
wings                58.5365853659 
vests                20.0 
actives              8.42105263158 
contradictions       23.5294117647 
brakes               71.4285714286 
fathers              5.78034682081 
lips                 79.0697674419 
Jesuits              25.0 
Preparations         2.04081632653 
Readings             0.724637681159 
sophomores           16.6666666667 
funnels              50.0 
anecdotes            30.7692307692 
Bruises              40.0 
lakes                33.3333333333 
assists              3.84615384615 
viewpoints           15.7894736842 
repressions          14.2857142857 
plots                15.9090909091 
pitchers             22.2222222222 
integers             20.0 
bureaus              10.5263157895 
Looks                0.213675213675 
mentalities          25.0 
classics             20.0 
miracles             34.7826086957 
birches              50.0 
parables             25.0 
gambits              33.3333333333 
rolls                18.1818181818 
smells               4.6511627907 
insides              2.27272727273 
Designs              1.76991150442 
caresses             83.3333333333 
rivalries            37.5 
Peacocks             33.3333333333 
dips                 14.2857142857 
Individuals          0.42194092827 
francs               75.0 
ceremonies           41.935483871 
grams                64.2857142857 
ideals               21.0526315789 
Irish                5.0 
microorganisms       91.6666666667 
circuits             17.3913043478 
vacancies            33.3333333333 
pavilions            33.3333333333 
crudities            50.0 
adults               46.8085106383 
metals               9.375 
Places               0.179211469534 
troopships           50.0 
ancestors            46.1538461538 
polymerizations      14.2857142857 
amounts              11.1627906977 
fears                25.2941176471 
resistances          2.27272727273 
politicians          61.2903225806 
pronouns             42.8571428571 
aprons               12.5 
dashes               7.69230769231 
smiles               11.5942028986 
spectators           57.1428571429 
potentialities       72.7272727273 
visits               12.0 
regulations          77.1428571429 
Minutemen            62.5 
shorelines           14.2857142857 
Statues              5.88235294118 
sputniks             50.0 
cribs                37.5 
turbines             16.6666666667 
pamphlets            81.8181818182 
Soviets              39.2857142857 
berries              18.1818181818 
mores                0.316885468538 
nuns                 66.6666666667 
desserts             22.2222222222 
farms                12.4031007752 
mementos             50.0 
suits                32.8767123288 
attackers            33.3333333333 
Words                0.754716981132 
pinnacles            50.0 
muzzles              9.09090909091 
miners               80.0 
Telephones           1.40845070423 
Investors            80.0 
positions            18.4300341297 
assignments          23.6842105263 
catastrophes         33.3333333333 
configurations       30.0 
Cameras              2.85714285714 
boots                61.2903225806 
stills               0.255102040816 
decrees              50.0 
plays                11.7870722433 
paintings            36.9565217391 
Boys                 1.65975103734 
poles                33.3333333333 
tournaments          21.7391304348 
denunciations        33.3333333333 
accomplices          33.3333333333 
Cossacks             66.6666666667 
radicals             12.1212121212 
skeletons            33.3333333333 
thermocouples        50.0 
Dives                4.16666666667 
morsels              25.0 
haunts               16.6666666667 
thicknesses          6.52173913043 
products             54.2857142857 
antecedents          66.6666666667 
patents              35.8490566038 
addresses            16.6666666667 
juries               1.5625 
surpluses            12.9032258065 
anomalies            50.0 
handfuls             7.14285714286 
aspirants            50.0 
remains              12.1951219512 
cheeks               39.3939393939 
dentists             25.0 
statutes             36.8421052632 
mailboxes            80.0 
crosses              2.04081632653 
halos                33.3333333333 
sanctions            31.5789473684 
arches               26.3157894737 
depravities          25.0 
servants             55.0 
drops                12.987012987 
averages             6.52173913043 
menarches            25.0 
links                30.4347826087 
escapes              3.0303030303 
Similarities         10.0 
intuitions           5.26315789474 
jails                15.7894736842 
campers              72.7272727273 
sentiments           24.1379310345 
frontiers            16.6666666667 
British              16.8316831683 
chiefs               3.37078651685 
aborigines           53.3333333333 
rations              25.0 
Figures              1.69491525424 
belongings           23.5294117647 
computations         16.6666666667 
pansies              60.0 
contraceptives       80.0 
Arrangements         2.85714285714 
agenda               20.0 
quotations           50.0 
byproducts           60.0 
slickers             25.0 
Telegraphers         25.0 
masses               18.9189189189 
notebooks            33.3333333333 
gymnasts             80.0 
Bullets              7.14285714286 
Stilts               50.0 
sweets               2.94117647059 
socks                63.6363636364 
hands                40.1697312588 
announcers           33.3333333333 
masters              16.0 
registrations        4.16666666667 
pools                11.4754098361 
nationals            1.79372197309 
legions              33.3333333333 
seniors              3.125 
ankles               46.6666666667 
attachments          44.4444444444 
despots              33.3333333333 
ills                 25.7142857143 
pursuits             16.6666666667 
sands                19.4444444444 
Oils                 1.13636363636 
margins              40.0 
transitions          13.8888888889 
stimulants           50.0 
longhorns            33.3333333333 
critics              50.9803921569 
Fords                4.7619047619 
Housewives           20.0 
achievements         25.0 
stews                16.6666666667 
wines                25.0 
galaxies             77.7777777778 
delegates            63.6363636364 
conservatives        11.4285714286 
mares                7.69230769231 
times                14.1843971631 
confrontations       11.1111111111 
brides               5.88235294118 
globulins            20.0 
glories              13.0434782609 
excellences          7.14285714286 
practitioners        75.0 
journals             45.4545454545 
relations            59.7402597403 
Employers            6.25 
tourists             44.4444444444 
lighters             8.33333333333 
lists                16.4634146341 
formalities          50.0 
chemicals            8.88888888889 
golfers              50.0 
characterizations    20.0 
Ants                 14.2857142857 
spurs                18.75 
behaviors            1.04166666667 
villains             57.1428571429 
carrots              75.0 
horrors              20.0 
Writers              4.05405405405 
assurances           13.6363636364 
battles              8.23529411765 
Photos               37.5 
relatives            29.2307692308 
medals               57.1428571429 
blades               48.0 
lectures             46.4285714286 
duels                25.0 
hoodlums             50.0 
intentions           37.9310344828 
moths                66.6666666667 
Norths               1.44927536232 
simplicities         11.1111111111 
consequences         53.8461538462 
Boatmen              25.0 
proceedings          60.0 
Brains               2.22222222222 
sisters-in-law       33.3333333333 
redheads             12.5 
mg.                  90.9090909091 
soldiers             59.1397849462 
foreheads            11.1111111111 
Waterways            33.3333333333 
tracings             5.55555555556 
bases                17.7570093458 
equivalents          13.2075471698 
Insinuations         33.3333333333 
Flocks               12.5 
bodybuilders         25.0 
leases               15.3846153846 
procedures           45.3846153846 
dwellings            35.0 
marvels              14.2857142857 
processes            22.5806451613 
trucks               27.2727272727 
parlors              5.26315789474 
expansions           6.0 
Trustees             12.5 
tunes                43.75 
fatalities           66.6666666667 
prayers              35.1351351351 
Wolfes               11.1111111111 
capitalists          25.0 
officials            42.7480916031 
reinforcements       50.0 
anastomoses          85.7142857143 
joys                 14.8936170213 
comforts             10.4166666667 
Alabamas             11.7647058824 
surmises             66.6666666667 
tens                 0.609756097561 
flicks               33.3333333333 
kidneys              45.4545454545 
outsiders            72.7272727273 
buckets              30.0 
ovals                20.0 
craters              71.4285714286 
pilgrims             25.0 
hits                 10.6060606061 
sediments            57.1428571429 
limits               40.9090909091 
presentations        15.3846153846 
strains              20.5128205128 
manifestations       60.0 
diplomats            50.0 
passers-by           50.0 
kings                5.26315789474 
wills                0.0447427293065 
outlaws              50.0 
liberals             25.6097560976 
troopers             45.4545454545 
Frenchmen            20.0 
shoulders            45.5357142857 
senses               80.0 
schoolgirls          50.0 
guerrillas           55.5555555556 
Courses              0.429184549356 
abortions            16.6666666667 
corks                10.0 
kicks                11.7647058824 
boxcars              25.0 
Bricks               5.26315789474 
Tires                4.16666666667 
comets               66.6666666667 
claps                33.3333333333 
bucks                17.3913043478 
lambs                45.4545454545 
musicals             3.61445783133 
commentators         40.0 
bazaars              16.6666666667 
beats                1.44927536232 
embodiments          10.0 
Congressmen          14.2857142857 
harmonies            18.9189189189 
plaids               50.0 
promoters            66.6666666667 
appearances          19.7183098592 
homecomings          25.0 
outcasts             50.0 
obstacles            41.1764705882 
Experiments          9.23076923077 
mixers               33.3333333333 
Expressions          1.26582278481 
sources              47.0588235294 
mistakes             30.0 
brothels             66.6666666667 
bequests             37.5 
deposits             42.8571428571 
balloons             25.0 
Fabrics              6.25 
to                   0.00385133834007 
Programs             0.268096514745 
fats                 22.0779220779 
contingents          25.0 
reproducibilities    50.0 
domains              25.0 
Adolescents          7.69230769231 
doorways             16.6666666667 
sizes                8.16326530612 
Stains               12.5 
fingerprints         40.0 
sages                33.3333333333 
controllers          75.0 
tablespoons          53.8461538462 
payments             47.9166666667 
refugees             46.1538461538 
suburbanites         33.3333333333 
proteins             36.3636363636 
